websocket中writeBytes(ByteArray)只能在type为TYPE_BINARY使用吗,http://edn.egret.com/cn/index.php/apidoc/egret/name/egret.WebSocket#example,,
分辨率过高如何在PC端适配！,SHOW_ALL即可完整显示,,
texture merger的切除透明边界没有效果,原始的动画序列的图就应该是不带白色的，texture merger不对图片进行透明抠图操作,,
如何解除浏览器滚动锁定?,设置一下HTML，默认屏幕适配都是操作canvas的。,,
Wing编辑器里的Button为什么不能设置是否开启九宫格,这是个流程问题，你其实不需要每次都设置一遍九宫格，九宫格是跟素材相关的，直接在素材库里设置的，你设置一次，以后所有引用到这个素材的地方，都会自动应用九宫格的。在资源面板里右键你的素材，设置九宫格就行啦。,,
setinterval重复执行，速度递增,请发一段纯净的代码，粘上就能运行,,
蠢蠢的问下开发版本在哪儿下载啊。。。,https://github.com/egret-labs/egret-core有你想要的任何版本,,
关于加载服务器接口数据和图片以及音频和视频,http://edn.egret.com/cn/index.php/apidoc/egret/name/egret.URLLoader#example,,
微信功能接入问题,微信的开发平台中应该有相关文档，去查微信的文档就OK了,,
wing上显示正常，浏览器调试的时候不显示,你去下载一个Egret Inspector 工具，安装一下，可以在浏览器上查询GUI  面板,,
用设置九宫格后的素材做组件皮肤，九宫格不管用,那个快速皮肤不支持九宫格的，所以还是要新建一个皮肤按钮文件才行，哈哈哈哈哈,,
removeChild的时候提示此child未被addChild到该parent,你的显示对象已经被removeChild了，第二次就会报错，因为已经不在显示列表中了,,
egret 2.4.3版本 RES.getres() 获取到的资源全都是Object,问题已经确认，将会在下个版本修复,,
ArrayCollection在push的时候怎么和皮肤关联上,http://edn.egret.com/cn/index.php/article/index/id/273,,
粒子系统,http://edn.egret.com/cn/index.php?g=&m=article&a=index&id=43,,
RES loadGroup 有可能会因为浏览器的缓存出问题么？,你可以直接在RES的配置文件里把资源路径的结尾加上,,
egret.Tween.call()回调后执行下一个动画，没效果,没看清楚，那就用下面那种,,
发布游戏后，怎么才能在手机上访问？,放到服务器上访问，不要直接在本地打开访问,,
egret有获取cookie的方法吗？,没有，官方提供的第三方库在game-library里都可以看到。,,
金山免费的云主机能使用socket吗,当然可以搭建socket服务器了，那个是一台纯linux主机，你在开放平台找客服,,
CDN上如何读取到resource.json,你看看平台有没有关于json文件的相关设置,,
lakeshore塔防游戏的子弹方向咋设置,选中炮塔的子弹，在行为列表中的子弹行为下，把设置角度设置为“否”。,,
removeChild的时候提示此child未被addChild到该parent,判断父亲节点,,
Egret EXP,http://edn.egret.com/cn/index.php/article/index/id/301 ,,
ItemRenderer 释放,不需要，清空数据源就没了。数据容器操作的东西都是通过数据源，其他什么都不用关心。,,
egret.Tween的loop参数,非常好的建议。,,
"按照教程使用WebSocket,在修改egretProperties.json的步骤报错",命令行的话，执行一下egret  build  －e,,
MAC系统中WING的Chrome浏览器路径无效。。,/Applications/Google Chrome.app/Contents/MacOS/Google Chrome,,
关于exp分支中lark的存在形式,答案很快揭晓,,
龙骨播放变快,一定是每个动画都调用了dragonBones.WorldClock.advanceTime，dragonbones的时间驱动只需要全局指定一个就可以了,,
egret不支持像素点的操作么？,不支持像素点操作，原因很简单，移动端性能有点差,,
"图片效果差这么多,怎么破...",看了下，你在 egret_loader 里设置的舞台尺寸就不对. 以iPhone5为例，相当于是把场景绘制到320×568的画布/舞台上， 再拉伸到实际上是640 × 1136的屏幕上显示，那肯定模糊了。,,
ts编程，egret对不同模块的依赖识别原理,我们已经把编译器改了，所以做到了,,
Tween回调,如果属性值没有改变的话是不是会引起不响应？猜的～～调试一下，检查一下show这个对象是否存在,,
游戏背包道具存放皮肤实现逻辑求助,把你的道具数据放进一个数组，然后用封装一下，加到list中，这样当你的数据发生改变时，相应的itemrender就会发生改变，list自身有个方法，可以监听到你点的哪个itemrender，不用你每个道具都添加监听方法。想改变显示结果，改数据就行,,
我想自己写个格子地图的类，但是不知道用什么容器。,Sprite就可以，但不建议使用格子地图，我测试过效率很低，等egret以后可以像flash一样能draw bitmap了以后再考虑吧,,
json加小图片合成大地图,一键安装包里面的TextureMerger,,
按钮的点击事件,event.currentTarget 可以捕获是哪个按钮进行的点击操作,,
编译报错,看看你项目配置的json文件，是不是改的有些问题,,
问几个比较粗浅的问题,可以到QQ群里问。,,
GUI TitleWindow数据更新后即时刷新问题,最好附上你的测试代码,,
gui中progressbar进度图片遮罩问题。,目前似乎不支持不规则的遮罩。那就稍微变通一下。设置一个最小限度， 当value很小的时候，如果小于这个限度就让value等于这个值，这样看起来就不会变形了。,,
egret写的游戏在部分安卓机上的掉帧问题,因此我建议楼主先通过排查法，查出静止状态下性能低下的症结。,,
visible 为false时，会像flash一样耗费性能吗？,对象仍在父级显示列表，某些功能依然在遍历这个列表,,
我想给矩形边框添加阴影效果有办法吗？,这其实是一种滤镜，由于兼容性问题，引擎目前不推荐你使用滤镜，而推荐你巧妙的使用做好的图片来展示此类效果。,,
"使用websocket连接,报错",websocket 和 socket 是两码事，你的JAVA端确认是websocket？,,
tabbar宽高问题,http://edn.egret.com/cn/index.php/article/posts/id/217  遇到问题请先查文档中心，大部分都有的,,
在dragonbones里，如何添加帧事件？在程序中如何监听？,时间轴的最下层，有个事件层，在事件层添加关键帧，然后选中这帧，在属性面板中，可以添加事件，跳转，声音等。,,
新版MC使用问题,http://ashan.org/post-551.html  资料在这里,,
滑动惯性的灵密度是否可设置,可以试试改scrollSpeed,,
帮忙看一下为什么这个swf用tm解析不了,你用闪客精灵导出fla设置发布设置了再发布下就可以了,,
请问如何访问DisplayObject的parent的自定义成员函数/变量,如果你能确定 parent 的类型的话，你可以通过 TS 的类型转换来做这件事情。例如,,
编译错误does not exist on type 'typeof skins'.,可以查看 AssetAdapter.ts 类，用来适配解析素材资源的。,,
新手请教!,location.href = "http://www.baidu.com",,
寻找让手机的自动锁屏失效的办法,纯HTML没有相关的接口，设置设备不自动锁屏。,,
求解matrix,你2.0.5的版本用的还是core 2.0，据说明天可以自动更新,,
请问下用EGRET做NATIVE的前辈多吗？有遇到过什么问题吗,没事啊，你用egret好了啊，是个不错的选择，开发游戏很快的，坑嘛，我们都在填的，cocos可会由很多坑的，用深了都一样。,,
egret动画,http://edn.egret.com/test/index.php/apidoc/egret243/name/egret.Graphics#example,,
数据集合List列表上的object字样去不掉,要看你数据源的每项数据的结构是什么样子的。  this.blockList.labelField = "label"; 根据这句代码来看，数据源每一项中的label属性对应的值会被显示出来。如果没有label属性，则显示object字样。,,
"egret引擎升级2.5.0,项目迁移时，碰到官方没写到或不清晰的...",*egret.StageDelegate.getInstance().setDesignSize  这个就是在 html 中配置的宽高,,
为gui的tabbar的某一个tab添加元素,该问题参照http://edn.egret.com/cn/index.php?g=&m=article&a=index&id=273&terms1_id=46&terms2_id=50 ,,
升级了引擎2.5之后遇到的问题,第三方库的代码请放到项目外面。,,
java环境配置问题,这个最好安装到没有空格的路径下，这样会少很多烦劳的。,,
2.5版本升级项目失败,是我们的问题，下个版本发hotfix会解决，用户要临时解决方案的话，手动安装一个nodejs即可，安装完成重启命令行生效。,,
关于2.5更新后API的问题,将要被废弃。可以使用 startTick  和 stopTick 来代替,,
升级2.5.0之后，升级项目失败,已重现这个问题，下个版本发hotfix会解决。,,
字体加载报错已按照张宇版主的帖子排查了还是有问题,你这个配置文件自己删过东西吧，chars count=57 这个值和配置文件的内容有关系，你删除了几行内容就不对了，所以报错。改成15就可以了,,
如何将输入框变成密码形式,这个需求目前还是不支持的呢,,
现在的时间函数用那个好点？,http://edn.egret.com/cn/index.php/apidoc/egret243/name/egret.Timer,,
tween 怎么缓动一个数字,num就是你要变化的属性,,
eui中如何使用RES中已经加载的资源？,http://edn.egret.com/cn/index.php/apidoc/egret243/name/eui.IAssetAdapter,,
升2.5后 dragonBones 替换display失效,你单独把这个图片当成bitmap显示一下试试。或者打印RES.getRes(textureName);看看是否有问题,,
第三方库加载问题,http://edn.egret.com/cn/index.php/article/index/id/172 ,,
tsc.cmd与egret.cmd 的区别,tsc是TypeScript的编译器，egret的命令行里已经包含了tsc的代码了。不用单独安装tsc。,,
runtime打包求救,可以到QQ群里问。,,
2.5 Video问题,刚刚提交merge了video的一个commit，再试一下吧。目前对于移动端只支持fullscreen，pc端应该都支持,,
关于gui或者eui的释放,不需要，谷歌一下JavaScript内存管理相关的东西，是自动处理的。你只要确保从任何地方都访问不到这个对象，那么它就自动会被回收。,,
Slider皮肤问题,你看看是不是逻辑代码里设置了maxium最大值？设置太小了导致不能拖动。把使用这个类的逻辑代码贴一下,,
升级到2.5之后，简单的graphics画图怎么不起作用了,shp.graphics.endFill();,,
textfeildtype设置为input后的二个问题,可以到QQ群里问。,,
鼠标移动显示对象的问题,你的代码不是太正确，removeEvent的对象和AddEvent的不是同一个，另外，这个问题其他帖子也有，只需要把事件都挂在  this.stage上就好了，,,
tween 做简单的2张图片切换并且移动,把2张图片放到一个容器内。然后 移动这个容器。,,
给TextField设置文本后，怎么获取到当前最新的文本宽度,文字改变后重新测量,,
升级2.5之后用Wing导入项目会卡顿很旧,你把Wing升级到2.1试试，有没有这种情况。,,
当转成APP或APK之后，有没有热更新的方案,http://edn.egret.com/cn/index.php/article/index/id/306,,
egret.gui.List无法显示,GUI的组件，只能添加到UIStage，而且必须使用addElement 进行添加,,
升级2.5之后release版本egret.gui.PopUpManager是undefined,确认是个 bug 暂时这样让过去吧，在Main.ts 中图示的位置添加这一行,,
关于$parent的疑惑,1、请不要调用带有$的api，2、parent是基本类型，如果你知道父层容器的类型，请通过 parent 进行强转调用。3、对于新手而已，麻烦先看下开发者中心里的文档http://edn.egret.com/cn/index.php/list/index/id/19,,
游戏中是否可以进行横竖屏的切换,http://edn.egret.com/cn/index.php/article/index/id/553,,
关于对象池的问题与GUI控件赋值,GUI是有自动布局功能的，如果你使用tween操作，应该先修改布局状态,,
gui动态内容实现,直接修改控件的属性即可,,
有没有好的时间管理的类,自己看看吧 我一直用的 而且是基于系统时间的,,
升级2.5之后 stageWidth与 stageheight,在项目的index.html改,,
用git管理egret.gui项目如何设置.gitignore文件,随便写,,
tiledmap怎么用,https://github.com/egret-labs/egret-game-library,,
图片或文本跟随鼠标移动,http://bbs.egret.com/forum.php?mod=viewthread&tid=6291&highlight=%E6%8B%96%E5%8A%A8,,
anchorX被弃用之后如何设置一个bitmap的锚点呢？,例如设锚点为图片中心：bitmap.anchorOffsetX = bitmap.width/2;bitmap.anchorOffsetY = bitmap.height/2;,,
label不能设置字间距吗？,用官方的TextureMerger就可以呢,,
使用titledmap第一次地图显示正常，第二次显示不出来,刚查了一下，这确实是个bug。这边正在修，今天下班之前能弄好~~,,
处理动画移动，使用帧时间差计算而不要使用帧率，不要...,可以到QQ群里问。,,
"编译的时候报GUI相关错误,不知道如何解决",先创建一个gui项目 ,,
egret.bitmap图片怎么缩小呢,width height scaleX scaleY 都可以放大缩小,,
Dragonbones4.2 的spine 2.x Importer插件在哪里可以下载,可以到QQ群里问。,,
请问LEAVE_STAGE事件是什么情况下才能触发？,这个预留接口。暂时触发不了。后续跟新中，会加入相关内容。,,
项目升级到2.5之后不显示,已确认是个bug，请使用最新的master分支进行测试,,
2.5GUI项目，啥没干，就报error,额。这个我们写在try catch里面了，不会影响正常游戏的，下个版本解决,,
p2中在创建p2.RevoluteConstraint时传入的type报错,很抱歉，这是我们的p2库中这个约束类的构造函数参数列表有误造成的，已经修复，请从github更新最新的p2库，并覆盖您的项目p2库，进行引擎编译。,,
2.5版本能获取到egret的canvas吗？,不能,,
MovieClip的bug吗？？,老版本引擎不支持这个功能，请升级到最新版,,
升级2.5版本后  p2物理引擎形状问题,https://github.com/egret-labs/egret-game-library/tree/master/physics/demo2,,
用2.5.1版时出现egret.Profiler相关问题,http://edn.egret.com/cn/index.php/article/index/id/628,,
多个gui镶套问题(已自行解决),"皮肤A里有个label，设置一下id为=“aLabel”，然后皮肤A的逻辑组件A放在皮肤B里，那么在皮肤B里将逻辑组件A设置一个id，比如id=""axx"",最后在逻辑组件B上访问就是：B.axx.aLabel，其他以此类推。注意要在B全部添加到显示列表之后再去访问，否则还没初始化子项。",,
Android下 webview无法展示egret发布出来的网页,http://bbs.egret.com/forum.php?mod=viewthread&tid=13023&extra=page%3D1 有高手 就趕快來幫我解吧 懸賞 40銀,,
请问DisplayObjectContainer容器如何显示边框呢?,http://edn.egret.com/cn/index.php/apidoc/egret243/name/egret.Graphics#example,,
在sprite容器里调用addpopup出错,你这既然是一个popUp的东西，应该就只用PopUpManager管理才对，如果有可能手动添加删除，那你就全都手动添加删除也行啊。直接UIStage.addElement()跟PopUpManger的效果差不多，也就没那个问题了。不要混着用。自己也不好处理,,
关于Tween和Ease的问题,http://edn.egret.com/cn/index.php/article/index/id/644,,
关于游戏的暂停回复操作,如果我去做，我可能会做 一个声音的管理，一个动画的管理， 和一个游戏逻辑的管理,,
Egret-iOS-support 2.5 版本什么时候发布，IOS的项目没法上线,可以到QQ群里问。,,
.ttf 字库的使用？？,http://bbs.egret-labs.org/thread-90-1-2.html,,
求问扫地雷算法的问题以及怎么传递周围雷数的值,可以搜索一下论坛。,,
GASP的缓动类能配合egret使用吗？,http://edn.egret.com/cn/index.php/article/index/id/172,,
exml中可以使用lark的对象吗？,可以的，这是一个bug，本来应该直接使用这种节点就可以直接描述lark中的对象，现在还没实现这个。这两天尽快实现一下，但是你也可以用描述自定义组件的方式来做这个：https://github.com/egret-labs/Lark/blob/master/docs/swan/3-2-exml-syntax-2.md  请看最后一小节。,,
vs2013里面这个错是什么意思error TS1128: 生成: Declaration or stat...,https://visualstudiogallery.msdn.microsoft.com/2d42d8dc-e085-45eb-a30b-3f7d50d55304,,
webstorm秀逗了,不是正常关机，有时候都会损坏（丢失或者错乱）正在运行的软件的文件。这个很正常呀，有不是什么大事。如果是eclipse有时候还会文件变成空白的呢,,
往Group里addElement子元件的时候不显示,你把imgSets重新创建了一遍。,,
egret filters里面的滤镜效果是不是都还没有实现？？？,滤镜现在只在webgl和runtime有实现，如果你的游戏想要上runtime渠道，可以使用,,
在哪里设置游戏的高x宽...,egret_loader.js,,
hitTest和hitTestPoint有什么区别？,hitTest是基于矩形检测的，而hitTestPoint是基于实际像素检测的。后者开销会比较大，尽量少用。ignoreTouchEnabled是无视自己的touchEnable属性的,,
可以获取玩家玩游戏时的本地时间吗？,获得小时，其他的年月日分秒也能取到,,
使用Object的问题,delete testObject["id1"],,
如何实现TOUCH_MOV中E进入一个对象到离开这一个对象的判定,touchmove得target一直都是这个对象？你这个touch的监听是写在舞台上得么,,
用ResDepot生成json文件，始终无法找到图片，加载失败,没有什么苛刻的要求  请看一下你生成的配置文件里面   图片所对应的地址 是否正确,,
button有皮肤时，点击时会有背景闪动问题,默认的按钮也会闪吗？只有第一次闪的话，一般是因为加载资源问题，你需要把皮肤里引用到的图片资源都放到预加载组里去。否则是在第一次点击的时候才会触发异步加载，中间有个空档，看不到图片，视觉上就是闪了一下才出现。你看看是不是这个问题？,,
egret 如何使用tweenLite,http://bbs.egret.com/forum.php?mod=viewthread&tid=391  可以参考这个,,
List的itemRender触发dataChanged后dataGroup莫名多了个children,你那个多出来的，可能是因为测量时候用到了一个独立的。后续如果项目增多，它是缓存在那等着被复用的。,,
GUI  List 可以自下往上填充内容吗？,这个有两个方式，第一种方式是自己写个布局类，赋值给List.layout即可。,,
点击A对象时，想获取点击点在父容器B中的坐标位置,A是B的子对象，那么点击鼠标在B中的位置,,
请问如何使用Egret解析xml表或者json,http://docs.egret-labs.org/post/manual/loader/restype.html,,
json文件的读写？,"这个不是很简单的啊，localStorage里面存json字符串，取出来的时候JSON.parse, 那就解析成对象或者数组了，然后你是数组那你就 array.push不就插入数据了啊。最后JSON.stringify把json字符串再保存到localStorage。",,
texture.dispose回收问题,对，那是一个指针吧,,
egret 能用Tiled Map Editor 做地图编辑吗,您可以自己写个解析类，就可以支持TileMapEditor了,,
导入p2物理引擎问题,修改了配置文件后，需要重新编译下引擎,,
编译错误这是什么情况,不把代码贴出来，我们也猜不到啊。,,
”hello“  无法显示我只能分析到这里了,估计你是egretProperties.json里面没有指定正确的document_class,,
lakeshore中放大低像素图时可以不模糊化吗,可以到QQ群里问。,,
egret.gui.List如何设置水平滚动呢？,默认list的皮肤将横向滚动禁止了，解决方法很简单，自己新建一个list的皮肤，代码如下，然后在将这个新建的皮肤赋给你需要横向滚动的list即可,,
IOS适配问题,你看到的这句输出是不影响适配的，你可以先用HelloWorld项目看看是不是存在问题,,
如果使用了gui自动布局，怎么才能得到正确的localToGlobal的值,"自动布局是延迟优化的。解决延迟问题有两个方法，1.提前延迟的计算，立即计算。就是调用一下设置过自动布局的组件的父级容器的validateNow()方法。通常就是group.validateNow().第二种方案是使用callLater函数, 延迟一帧等自动布局计算结束了再去执行localToGlobal,callLater的使用方法,可以参考一下API的注释文档. ...",,
关于egretUI的接口调用顺序问题,是这样的，先partAdded，然后createChilren。,,
内存问题：new和delete是否应该匹配？,"不需要delete，这是JavaScript，有自动内存管理。变量引用断开了就会自动回收，delete在JS里跟C++里不是一个意思。在JS里delete是用来在一个对象上删除属性用的。比如delete data.abc,abc属性就没有了。访问data.abc会变成undefined。",,
屏蔽scroller的触摸，只能通过滚动条来控制,Hi，因为Scroller最基本的作用就是触摸来改变视图，所以没有这个功能，但是看你这个需求的话，可以通过组合 viewport 和 H/VScrollBar的方式来实现，单单使用H/VScrollBar，通过监听 H/VScrollBar的Change事件来改变 viewport 的 H/V scrollPosition 来实现,,
把工程文件夹传给没有安装egret的美工，他要怎么运行游戏...,大哥  你的ip地址+端口号 加路径 给他就可以了 ~~~~~,,
Button的icon位置如何调整,如果是默认的皮肤是做过居中处理的。  可能是您图片本身不太居中，或者标签中有空格。导致看起来不太居中。,,
模拟器和真机都打不开啊，大神求教。,你的debug的目标好像错了，应该是android app，你的那个好像是单元测试的目标,,
关于GUI的图层的问题,皮肤不是显示对象。只是一个数据结构，运行时皮肤会快速实例化一批子项，添加到Group里去。,,
movieClip对象的位置不在自己设定的位置上,能否把工程发给我们看一下？,,
在网页上运行，鼠标移出游戏舞台后，就侦听不到点击事件,鼠标在屏幕外释放，是有单独的事件，监听egret.Event.LEAVE_STAGE事件就行了。,,
GUI动画求助！,其他设置都不用改，你试一下在执行动画前，对那个gui组件设置一下includeInLayout = false。脱离自动布局就行了。,,
在PC浏览器上运行时，切换到其他页面后，游戏动画暂停,那个只是暂停渲染了，你的实时系统应该是依赖绝对时间。,,
获取任意egret.gui.ObjectCollection中的节点？,可以到QQ群里问。,,
tree中新增节点显示不出来？,加一行this.dp.refresh()通知视图刷新即可。,,
TouchEvent问题,我刚刚用你的代码试了一下，发现真的是这样。,,
求助！dispatchEventWith问题,一只蚊子叮了你十几个包，你拍死了这只蚊子，它还会来咬你么？,,
新建的egret项目就要升级，什么意思？,最新版的wing新建项目是2.0以上的，是不是你的引擎是2.0以下的,,
白鹭引擎是否有像cocos中CCBezierTo那样实现曲线运动的函数？,http://bbs.egret.com/thread-1842-1-1.html,,
我写的游戏fps低，是什么原因呢？,如果大量绘制的话，建议用图片，这样能很明显的降低开销，同时配合cacheAsBitmap降低draw的数量,,
获取鼠标位置问题,没有这个api。egret主要针对手机，手机上没这个功能,,
Egret如何查看当前手机系统和设备标识,h5获取不到，app可以通过ExternalInterface从原生代码获取,,
获取鼠标坐标点 偶尔错误 怎么处理,你用localX和localY去判断没准会因为误操作引起一些坐标问题，可以看看程序实现会不会有问题。或者使用stageX和stageY判断,,
core.d.ts显示错误,请把你IDE升级到最新版本,,
egret.gui.Tree的视图窗口要改变，怎么控制为固定大小？,请描述详细一些。,,
"给sprite赋值坐标,为什么不变动.",层也太多了,,
BitmapText如何缩放大小？,使用scaleX和scaleY属性，可以去edn看下文档,,
Egret 2.0 如何加载Dragonbones4.0导出的骨骼？,可以到QQ群里问。,,
egret.URLLoader跨域问题怎么解决呢,服务器可以设置允许跨域请求的,,
list自定义ItemRenderer，点击list的item后后面的item也发生改变。,可以到QQ群里问。,,
如何实现list里面的item向左的一个移动动画效果,重写List的 dataGroup_rendererAddHandler，在Item添加或者移除的时候进行动画,,
Tree中为啥会有滚动条,不要在源代码中更改。 你可以在exml的皮肤中设置他的初始值。 而且滚动条的显示效果是有滚动条的皮肤来决定的。  滚动条的皮肤内部也包含着横向滚动条的皮肤和纵向滚动条的皮肤。    在Scroller内有一个属性叫autoHideScrollBars，可以设置为false，这样就不会自动隐藏滚动条了。,,
RES.getResByUrl如何获取错误回调？,是的，错误的时候，会给回调函数传入一个null作为参数,,
websocket要不要像socket那样解包的？,前提是你用的二进制形式的，字符串不涉及这些,,
Tree中item出现多个选中状态,你设置了tree.allowMultipleSelection=true 就是说这个tree 就应该是能够多选的，上面贴的图能够多选就是正确的表现，当你多选后，再设置allowMultipleSelection = false，那么你需要手动清空已经选择的项目tree.selectedIndices = [],,
URLLoader没有进入回调函数,浏览器提示“Provisional headers are shown”，可以找下相关资料看看如何解决,,
gui项目frameRate 30？,Egret新版本当中已默认帧频为30，如有需要可在launcher\egret_loader.js文件里的stage.frameRate进行修改,,
GUI查找图片资源失败,http://bbs.egret-labs.org/forum.php?mod=viewthread&tid=1878&extra=page%3D1,,
引擎更新到2.0.3，安卓打包工具更新到2.0.3编译出来的apk报错,你的日志前面应该还有错误的地方的。你再贴多一点前面的log,,
MovieClip循环播放一段帧标签有没有更好的方法？,游戏中加一个ENTER_FRAME，然后把所有的动画都放在一个对象池里管理,,
关于屏幕自适应组件锚点的问题,GUI 组件都能实现这样的效果，设置bottom=0 right=0,,
egret-android-support2.0.3 打包报错，求解答,一定要吧WINDOW的方法全部干掉   ,,
抛物线运动的公式,http://bbs.egret.com/thread-1842-1-2.html,,
gui和非gui的区别,gui有很多强大的功能，开发大型游戏非常便捷,,
array如何插入元素？,"splice(a,b,c...);方法为在a索引出删掉b个元素，然后将c以及后面的对象从b处插入数组",,
问 用egret Wing制作的动画如何回掉？,egret.gui.EffectEvent 有相关的事件。,,
学习文档里怎么没有基础数据类型,http://bbs.egret.com/thread-1639-1-1.html,,
egret里面怎么导入可用的类，和as3一样用import吗,这两种方式是相同的,,
分离UI和逻辑后，UI层无法获取 this.stage.stageWidth,"this.stage,是当你的显示对象加到显示列表里以后就能访问了。",,
大神来看下呗,大神看完了。,,
stagewidth 怎么设置成PC宽度啊？,可以到QQ群里问。,,
关于getPixel32的返回值 怎么用？,获取的那个点的RGBA值，所以想用这个RGB的话就手动合成一下好了,,
scale9Grid奇怪的问题,看了一下，这个是因为和图导致的引擎bug，你暂时先手动把原图的透明区域给裁剪掉吧，我们会进一步排查一下这个问题,,
Scalex问题,因为默认锚点是左上角，你可以设置锚点,,
锚点和缩放问题,如果设置了top和right相当于使用相对布局，这样锚点基本上是没有意义的，gui布局中是不会考虑锚点的,,
"在main中定义的静态变量,debug时没任何问题,发布时报错",可以把项目发给我一下吗？谢谢。我的qq:674371968,,
帧动画播放完成后不能能自行移除吗？怎么移除啊？,http://edn.egret.com/cn/index.php/apidoc/index/name/egret.MovieClip#example,,
DragonBones的显示对象位置不对，碰撞检测有问题,"目前DB还不提供包围盒功能，无法做精确的碰撞检测。利用目前的API,只能通过获取跟骨骼的global属性自己来换算",,
egret 跳转到网页,直接window.location.href = 地址,,
自定义的number变量不能自增，或自减。,明显是侦听的时候第三个参数没写this,,
为何进度条不会减少？不是已经clear了吗？,this.jindutiao.graphics.clear();,,
怎么获取到List中自定义的某个item,那个连接里不是有很多方法么,,
关于白鹭引擎中dragonbones制作的骨骼动画的执行效率问题,对 默认情况下，极速模式只缓存插槽数据，从而实现效率最大化，所以骨骼的数据就都是错的了。,,
怎么调movieclip的播放速度？,frameRate,属性, 
urlloader 和 res 有什么区别啊,res只是加载游戏资源，并不能作为服务器请求。res封装了各种资源类型的加载以及队列的处理，底层还是用URLLoader实现的，为了方便开发者资源加载的。,,
MAC 中如何替换引擎源码呢。,http://bbs.egret-labs.org/thread-5609-1-1.html,,
点击微信分享的链接 不能再次分享问题,先去看下微信开放平台的相关接口说明，看看能解决问题不,,
moveclip为什么播放一次就不播了？,调用plsy方法时候，可以传需要播放多少次,,
2月没用，升级最新版后，老版movieClip不能用了,http://edn.egret.com/cn/index.php?g=&m=article&a=index&id=153&terms1_id=25&terms2_id=34,,
带有Scroller的List如何通过代码把列表滚动到最底部,还有一种方法不用获取滚动条，也不用callLater,,
针对uiasset的move操作，如果移动到group外的图片不显示,"不好意思我说错了。。。你可以在uiasset上面加一层group然后把mask设置到这个group上面。然后move uiasset试试。rect的x,y是相对于附加mask的对象上得",,
egret.Texture.dispose()性能问题,dispose都会有时间消耗的。,,
exml里怎么添加自定义的组件,http://edn.egret.com/cn/index.php/article/index/id/272,,
cmd新建了一个项目，webStorm 运行不了弹出如下提示,看这个  够明了不,,
drity 分支不能用性能监视啊？,哦，帧频的开启方式变了，具体你可以看一下index.html里面有配置,,
egret里面可以用socket.io吗？,http://www.cnblogs.com/yangxiao/p/4686729.html#rd,,
重复添加事件,添加相同的后面的会被忽略,,
cocos和白鹭合作的加速器什么时候出呀？,目前两个团队已经合作建立Github Repo，开始共享分析代码，预计快的话1个月，慢的预计2个月。,,
菜鸟帖,多看文档啊,,
更新最新引擎，发布publish版本报错,egret build -e,,
egret做的小游戏需要通过按钮弹出一个浏览器页面，新手,那还不简单。,,
请教声音播放问题,egret.SoundEvent,,
MovieClip在舞台上什么都不显示,你的构建mc的地方传参数，应该传mc的名字传错了。,,
关于egret.gui.List的问题，急！,如果确认这是个bug，以后建议发帖到bug板块。 ,,
Lark制作的【E路智行】网址,http://static.egret-labs.org/h5game/emba/index.html?h=U0Z8XA5vfntjQ3VfW2BBf3sNRV1Gdh16aXx1a1FDSVQoAwofXw&c=EMBAlumni,,
获取手指位置的问题,可以到QQ群里问。,,
资源loadGroup()优先级又时候没用,"egret默认下载线程只有两个,group进入下载调度后,group中的item项,会排队一个个下载.所以正常情况下,如果group的item项比较多,后加的多个group在等待中,这些等待中的group就会安装级别进行排序,大家排排坐,发果果",,
egret 如何制作一个渐变,现在graphic里没有渐变画图的方法，matrix也没有渐变矩阵的创建方法。不过你可以用js画出一个渐变色的canvas，然后再用egret画出来,,
发布android项目后后台无法获得参数,我记得之前版本有过这个bug，不过已经修复了，你用的是最新版本么？,,
egret 咋绑定this的作用域呢,不要直接用this关键字。,,
主机组件是什么鬼？,Skin.hostComponent属性，叫做主机组件，也就是指这个皮肤附加到的逻辑组件。皮肤分离机制可以参考这里：http://edn.egret.com/cn/index.php/article/index/id/274,,
怎样解决使用noborder缩放模式导致的图片显示不全的问题？,那就只有被裁减了。,,
大神们都是怎么debug你的程序的？,控制台输出 console.log,,
MovieClip有什么方法能放到UIStage中,你想加到 GUI 里面？  用一个 UIAsset    包一下。  UIAsset.source =  MovieClip  把 这个 UIAsset添加到 UIStage 中 就可以显示了,,
请教一下，egret可以实现翻牌效果吗,http://bbs.egret.com/forum.php?mod=viewthread&tid=10165&highlight=%E7%BF%BB%E8%BD%AC,,
egret 使用了manifest 会加载不了资源吗》？,这个应该没问题的，我以前试过可以的，你仔细检查一下吧,,
缓存问题,根据项目实际的经验RES会自己缓存已经加载的资源！也可以代码清楚RES里面缓存的资源。在实际项目中遇到过不同Group里面有相同的资源，当一个Group的资源全被呗缓存的时候遇到过LoadGroup时无任何事件返回执行的问题！,,
egret游戏可以作为组件嵌入在网页中么,修改index.html里面的内容，保留egret的部分，删除不需要的部分，添加你想要的部分。,,
Egret里面写了一个皮肤，提示皮肤里面的图片没有找到,这图片路径看着都不对。。你看看是哪里配错了吧,,
exml中list元素里面的布局怎么使用layout进行定义？,你是指ItemRenderer本身的布局么。如果是，你写一个ItemRenderer的皮肤，皮肤里面放一个Group然后使用布局，然后设置List的ItemRendererSkin属性为这个皮肤就行了。,,
